Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2015,2015,ha,17294,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2015,2015,kg/ha,253.4,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2016,2016,ha,3335,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2016,2016,kg/ha,418,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2017,2017,ha,21313,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2017,2017,kg/ha,311.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2018,2018,ha,22841,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2018,2018,kg/ha,296.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2019,2019,ha,2279,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2019,2019,kg/ha,387.5,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2020,2020,ha,8558,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2020,2020,kg/ha,430.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2021,2021,ha,40058,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2021,2021,kg/ha,302.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2022,2022,ha,19766,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2022,2022,kg/ha,325.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,"Beans, dry",2023,2023,ha,19827,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,"Beans, dry",2023,2023,kg/ha,264.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1961,1961,ha,135000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1961,1961,kg/ha,814.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1962,1962,ha,135000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1962,1962,kg/ha,814.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1963,1963,ha,135000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1963,1963,kg/ha,814.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1964,1964,ha,135000,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1964,1964,kg/ha,814.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1965,1965,ha,155000,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1965,1965,kg/ha,709.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1966,1966,ha,140000,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1966,1966,kg/ha,778.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1967,1967,ha,148000,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1967,1967,kg/ha,743.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1968,1968,ha,156477,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1968,1968,kg/ha,682.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1969,1969,ha,142037,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1969,1969,kg/ha,717.4,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1970,1970,ha,129247,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1970,1970,kg/ha,514.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1971,1971,ha,135000,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1971,1971,kg/ha,548.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1972,1972,ha,110000,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1972,1972,kg/ha,536.4,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1973,1973,ha,115000,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1973,1973,kg/ha,608.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1974,1974,ha,129708,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1974,1974,kg/ha,944.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1975,1975,ha,107844,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1975,1975,kg/ha,651.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1976,1976,ha,84827,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1976,1976,kg/ha,579.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1977,1977,ha,80336,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1977,1977,kg/ha,1567.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1978,1978,ha,101683,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1978,1978,kg/ha,1408,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1979,1979,ha,112263,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1979,1979,kg/ha,1112.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1980,1980,ha,110357,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1980,1980,kg/ha,957.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1981,1981,ha,124812,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1981,1981,kg/ha,846.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1982,1982,ha,114282,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1982,1982,kg/ha,726.5,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1983,1983,ha,103529,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1983,1983,kg/ha,736,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1984,1984,ha,116739,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1984,1984,kg/ha,680,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1985,1985,ha,118061,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1985,1985,kg/ha,782.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1986,1986,ha,122008,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1986,1986,kg/ha,708.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1987,1987,ha,142422,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1987,1987,kg/ha,666.4,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1988,1988,ha,173214,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1988,1988,kg/ha,922.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1989,1989,ha,130996,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1989,1989,kg/ha,1047.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1990,1990,ha,155976,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1990,1990,kg/ha,1100,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1991,1991,ha,90461,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1991,1991,kg/ha,540.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1992,1992,ha,105454,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1992,1992,kg/ha,579.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1993,1993,ha,103437,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1993,1993,kg/ha,887.5,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1994,1994,ha,172743,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1994,1994,kg/ha,862.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1995,1995,ha,76955,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1995,1995,kg/ha,812.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1996,1996,ha,150908,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1996,1996,kg/ha,1249,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1997,1997,ha,144116,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1997,1997,kg/ha,985.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1998,1998,ha,90030,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1998,1998,kg/ha,1317.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),1999,1999,ha,132360,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),1999,1999,kg/ha,941,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2000,2000,ha,157680,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2000,2000,kg/ha,677.3,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2001,2001,ha,177485,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2001,2001,kg/ha,891.3,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2002,2002,ha,137380,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2002,2002,kg/ha,808.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2003,2003,ha,127470,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2003,2003,kg/ha,643.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2004,2004,ha,127620,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2004,2004,kg/ha,634.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2005,2005,ha,112302,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2005,2005,kg/ha,701.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2006,2006,ha,123508,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2006,2006,kg/ha,556.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2007,2007,ha,123661,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2007,2007,kg/ha,487.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2008,2008,ha,137156,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2008,2008,kg/ha,434.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2009,2009,ha,137366,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2009,2009,kg/ha,415.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2010,2010,ha,141340,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2010,2010,kg/ha,907.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2011,2011,ha,115688,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2011,2011,kg/ha,634.4,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2012,2012,ha,126854,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2012,2012,kg/ha,695.2,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2013,2013,ha,104926,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2013,2013,kg/ha,822.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2014,2014,ha,132727,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2014,2014,kg/ha,678.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2015,2015,ha,99884,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2015,2015,kg/ha,657.1,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2016,2016,ha,40981,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2016,2016,kg/ha,468,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2017,2017,ha,165882,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2017,2017,kg/ha,1040.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2018,2018,ha,126564,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2018,2018,kg/ha,868.4,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2019,2019,ha,32026,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2019,2019,kg/ha,768.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2020,2020,ha,47669,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2020,2020,kg/ha,456.9,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2021,2021,ha,86379,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2021,2021,kg/ha,1025.2,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2022,2022,ha,89602,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2022,2022,kg/ha,804.6,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Maize (corn),2023,2023,ha,149271,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Maize (corn),2023,2023,kg/ha,850.8,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1961,1961,ha,642,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1961,1961,kg/ha,1303.7,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1962,1962,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1962,1962,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1963,1963,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1963,1963,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1964,1964,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1964,1964,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1965,1965,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1965,1965,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1966,1966,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1966,1966,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1967,1967,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1967,1967,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1968,1968,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1968,1968,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1969,1969,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1969,1969,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1970,1970,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1970,1970,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1971,1971,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1971,1971,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1972,1972,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1972,1972,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1973,1973,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1973,1973,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1974,1974,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1974,1974,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1975,1975,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1975,1975,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1976,1976,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1976,1976,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1977,1977,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1977,1977,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1978,1978,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1978,1978,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1979,1979,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1979,1979,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1980,1980,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1980,1980,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1981,1981,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1981,1981,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1982,1982,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1982,1982,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1983,1983,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1983,1983,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1984,1984,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1984,1984,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1985,1985,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1985,1985,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1986,1986,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1986,1986,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1987,1987,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1987,1987,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1988,1988,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1988,1988,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1989,1989,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1989,1989,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1990,1990,ha,756,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1990,1990,kg/ha,1608.5,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1991,1991,ha,698,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1991,1991,kg/ha,1358.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1992,1992,ha,658,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1992,1992,kg/ha,1366.9,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1993,1993,ha,613,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1993,1993,kg/ha,1371.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1994,1994,ha,515,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1994,1994,kg/ha,1354.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1995,1995,ha,600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1995,1995,kg/ha,1333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1996,1996,ha,700,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1996,1996,kg/ha,1428.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1997,1997,ha,600,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1997,1997,kg/ha,1333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1998,1998,ha,450,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1998,1998,kg/ha,1333.3,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,1999,1999,ha,236,A,Official figure,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,1999,1999,kg/ha,1483.1,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2000,2000,ha,240,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2000,2000,kg/ha,1456.8,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2001,2001,ha,234,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2001,2001,kg/ha,1478.5,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2002,2002,ha,225,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2002,2002,kg/ha,1471,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2003,2003,ha,198,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2003,2003,kg/ha,1479.6,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2004,2004,ha,175,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2004,2004,kg/ha,1495.4,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2005,2005,ha,150,I,Imputed value,
QCL,Crops and livestock products,426,Lesotho,5412,Yield,115,Oats,2005,2005,kg/ha,1499.7,E,Estimated value,
QCL,Crops and livestock products,426,Lesotho,5312,Area harvested,115,Oats,2006,2006,ha,114,A,Official figure,
